"Handle","Title","Body (HTML)","Vendor","Product Category","Type","Tags","Published","Option1 Name","Option1 Value","Option1 Linked To","Option2 Name","Option2 Value","Option2 Linked To","Option3 Name","Option3 Value","Option3 Linked To","Variant SKU","Variant Grams","Variant Inventory Tracker","Variant Inventory Qty","Variant Inventory Policy","Variant Fulfillment Service","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Unit Price Total Measure","Unit Price Total Measure Unit","Unit Price Base Measure","Unit Price Base Measure Unit","Variant Barcode","Image Src","Image Position","Image Alt Text","Gift Card","SEO Title","SEO Description","Age group (product.metafields.shopify.age-group)","Closure type (product.metafields.shopify.closure-type)","Color (product.metafields.shopify.color-pattern)","Footwear material (product.metafields.shopify.footwear-material)","Heel height type (product.metafields.shopify.heel-height-type)","Occasion style (product.metafields.shopify.occasion-style)","Shoe size (product.metafields.shopify.shoe-size)","Target gender (product.metafields.shopify.target-gender)","Toe style (product.metafields.shopify.toe-style)","Variant Image","Variant Weight Unit","Variant Tax Code","Cost per item","Status"
"moah-rhinestone-mesh-mule-heel","","","","","","","","Color","Gold | ذهبي","","Size","39","","","","","MOAH-RHINESTONEMESHMULEHEEL-GOLD-39","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","","","","","","","","","Gold | ذهبي","","","","39","","","","kg","","","draft"
"moah-rhinestone-mesh-mule-heel","","","","","","","","Color","Gold | ذهبي","","Size","40","","","","","MOAH-RHINESTONEMESHMULEHEEL-GOLD-40","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","","","","","","","","","Gold | ذهبي","","","","40","","","","kg","","","draft"
"moah-rhinestone-mesh-mule-heel","","","","","","","","Color","Gold | ذهبي","","Size","41","","","","","MOAH-RHINESTONEMESHMULEHEEL-GOLD-41","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","","","","","","","","","Gold | ذهبي","","","","41","","","","kg","","","draft"
"moah-rhinestone-strappy-square-toe-heel","MOAH Rhinestone Strappy Square Toe Heel | صندل مرصع بالكريستال من MOAH بمقدمة مربعة","<div><h3>MOAH Rhinestone Strappy Square Toe Heel</h3><p>A statement square-toe heel with crystal-detailed straps designed for elevated evening looks.</p><ul><li>Square open toe with crystal strap detailing.</li><li>Decorative ankle strap and elegant high heel.</li><li>Premium evening styling silhouette.</li><li>Available in black, white, and beige.</li></ul></div> | <div><p>صندل كعب نسائي فاخر من MOAH بتصميم مرصع بالكريستال ومقدمة مربعة، يجمع بين اللمعان الراقي والحضور الأنثوي الجريء.</p><ul><li>مقدمة مربعة مفتوحة بتصميم عصري وأنيق.</li><li>شرائط متعددة مرصعة بالكريستال لإطلالة لامعة وفاخرة.</li><li>حزام كاحل مرصع وكعب رفيع بتفصيل ذهبي أنيق.</li><li>مناسب للسهرات، الحفلات، والمناسبات الخاصة.</li></ul></div>","MOAH","Apparel & Accessories > Shoes","Women's Heels","women heels, rhinestone heel, strappy heel, square toe, embellished sandal, evening sandals, crystal sandals, luxury footwear, MOAH, black, white, beige","FALSE","Color","black","","Size","37","","","","","MOAH-RHINESTONESTRAPPYSQUARETOEHEEL-BLACK-37","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","product-media/moah-rhinestone-strappy-square-toe-heel/01-side-left.jpg","1","MOAH Rhinestone Strappy Square Toe Heel - 01-side-left | صندل مرصع بالكريستال من MOAH بمقدمة مربعة - 01-side-left","FALSE","MOAH Rhinestone Strappy Square Toe Heel | Luxury Women's Sandals | صندل مرصع بالكريستال من MOAH بمقدمة مربعة | أحذية نسائية فاخرة","A luxury MOAH rhinestone strappy heel with a square toe, crystal-covered straps, and an elegant high heel in black, white, and beige. | اكتشفي صندل MOAH المرصع بالكريستال بشرائط متعددة ومقدمة مربعة وكعب أنيق، متوفر بألوان الأسود والأبيض والبيج ومقاسات من 37 إلى 41.","Adult","Ankle strap | حزام كاحل","black","Textile; Synthetic; Rhinestone | نسيج؛ خامة صناعية؛ راينستون","High heel | كعب عال","Evening; Party; Wedding | سهرة؛ حفلات؛ زفاف","37","Female | نساء","Square toe | مقدمة مربعة","","kg","","","draft"
"moah-rhinestone-strappy-square-toe-heel","","","","","","","","Color","black","","Size","38","","","","","MOAH-RHINESTONESTRAPPYSQUARETOEHEEL-BLACK-38","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","product-media/moah-rhinestone-strappy-square-toe-heel/02-top-3q-front.jpg","2","MOAH Rhinestone Strappy Square Toe Heel - 02-top-3q-front | صندل مرصع بالكريستال من MOAH بمقدمة مربعة - 02-top-3q-front","","","","","","black","","","","38","","","","kg","","","draft"
"moah-rhinestone-strappy-square-toe-heel","","","","","","","","Color","black","","Size","39","","","","","MOAH-RHINESTONESTRAPPYSQUARETOEHEEL-BLACK-39","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","product-media/moah-rhinestone-strappy-square-toe-heel/03-side-right.jpg","3","MOAH Rhinestone Strappy Square Toe Heel - 03-side-right | صندل مرصع بالكريستال من MOAH بمقدمة مربعة - 03-side-right","","","","","","black","","","","39","","","","kg","","","draft"
"moah-rhinestone-strappy-square-toe-heel","","","","","","","","Color","black","","Size","40","","","","","MOAH-RHINESTONESTRAPPYSQUARETOEHEEL-BLACK-40","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","","","","","","","","","black","","","","40","","","","kg","","","draft"
"moah-rhinestone-strappy-square-toe-heel","","","","","","","","Color","black","","Size","41","","","","","MOAH-RHINESTONESTRAPPYSQUARETOEHEEL-BLACK-41","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","","","","","","","","","black","","","","41","","","","kg","","","draft"
"moah-rhinestone-strappy-square-toe-heel","","","","","","","","Color","white","","Size","37","","","","","MOAH-RHINESTONESTRAPPYSQUARETOEHEEL-WHITE-37","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","","","","","","","","","white","","","","37","","","","kg","","","draft"
"moah-rhinestone-strappy-square-toe-heel","","","","","","","","Color","white","","Size","38","","","","","MOAH-RHINESTONESTRAPPYSQUARETOEHEEL-WHITE-38","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","","","","","","","","","white","","","","38","","","","kg","","","draft"
"moah-rhinestone-strappy-square-toe-heel","","","","","","","","Color","white","","Size","39","","","","","MOAH-RHINESTONESTRAPPYSQUARETOEHEEL-WHITE-39","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","","","","","","","","","white","","","","39","","","","kg","","","draft"
"moah-rhinestone-strappy-square-toe-heel","","","","","","","","Color","white","","Size","40","","","","","MOAH-RHINESTONESTRAPPYSQUARETOEHEEL-WHITE-40","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","","","","","","","","","white","","","","40","","","","kg","","","draft"
"moah-rhinestone-strappy-square-toe-heel","","","","","","","","Color","white","","Size","41","","","","","MOAH-RHINESTONESTRAPPYSQUARETOEHEEL-WHITE-41","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","","","","","","","","","white","","","","41","","","","kg","","","draft"
"moah-rhinestone-strappy-square-toe-heel","","","","","","","","Color","beige","","Size","37","","","","","MOAH-RHINESTONESTRAPPYSQUARETOEHEEL-BEIGE-37","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","","","","","","","","","beige","","","","37","","","","kg","","","draft"
"moah-rhinestone-strappy-square-toe-heel","","","","","","","","Color","beige","","Size","38","","","","","MOAH-RHINESTONESTRAPPYSQUARETOEHEEL-BEIGE-38","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","","","","","","","","","beige","","","","38","","","","kg","","","draft"
"moah-rhinestone-strappy-square-toe-heel","","","","","","","","Color","beige","","Size","39","","","","","MOAH-RHINESTONESTRAPPYSQUARETOEHEEL-BEIGE-39","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","","","","","","","","","beige","","","","39","","","","kg","","","draft"
"moah-rhinestone-strappy-square-toe-heel","","","","","","","","Color","beige","","Size","40","","","","","MOAH-RHINESTONESTRAPPYSQUARETOEHEEL-BEIGE-40","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","","","","","","","","","beige","","","","40","","","","kg","","","draft"
"moah-rhinestone-strappy-square-toe-heel","","","","","","","","Color","beige","","Size","41","","","","","MOAH-RHINESTONESTRAPPYSQUARETOEHEEL-BEIGE-41","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","","","","","","","","","beige","","","","41","","","","kg","","","draft"
"moah-strappy-square-toe-slingback-heel","MOAH Strappy Square Toe Slingback Heel | صندل سلينغ باك من MOAH بشرائط رفيعة ومقدمة مربعة","<div><h3>MOAH Strappy Square Toe Slingback Heel</h3><p>A clean, modern slingback heel with slender straps and a square toe, made for polished occasion dressing.</p><ul><li>Square open toe with slim straps.</li><li>Slingback construction with elegant high heel.</li><li>Minimal premium styling for evenings and events.</li><li>Available in black, white, and beige.</li></ul></div> | <div><p>صندل كعب نسائي فاخر من MOAH بتصميم شرائط رفيعة ومقدمة مربعة، يمنح الإطلالة طابعاً عصرياً أنيقاً يناسب السهرات والمناسبات.</p><ul><li>مقدمة مربعة مفتوحة بتصميم مريح وحديث.</li><li>شرائط رفيعة مستديرة تمنح الحذاء مظهراً ناعماً وفاخراً.</li><li>حزام خلفي وكعب مرتفع لإطلالة أنثوية أنيقة.</li><li>متوفر بألوان الأسود، الأبيض، والبيج.</li></ul></div>","MOAH","Apparel & Accessories > Shoes","Women's Heels","women heels, strappy heel, slingback heel, square toe, black heel, white heel, beige heel, evening sandals, luxury footwear, MOAH","FALSE","Color","black","","Size","37","","","","","MOAH-STRAPPYSQUARETOESLINGBACKHEEL-BLACK-37","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","product-media/moah-strappy-square-toe-slingback-heel/01-side-left.jpg","1","MOAH Strappy Square Toe Slingback Heel - 01-side-left | صندل سلينغ باك من MOAH بشرائط رفيعة ومقدمة مربعة - 01-side-left","FALSE","MOAH Strappy Square Toe Slingback Heel | Luxury Women's Sandals | صندل سلينغ باك من MOAH بشرائط رفيعة ومقدمة مربعة | أحذية نسائية فاخرة","A luxury MOAH strappy square-toe slingback heel with slender straps and a refined evening silhouette in black, white, and beige. | اكتشفي صندل MOAH بشرائط رفيعة ومقدمة مربعة وكعب أنيق، متوفر بألوان الأسود والأبيض والبيج ومقاسات من 37 إلى 41.","Adult","Slingback | سلينغ باك","black","Leather-like synthetic; Synthetic | خامة صناعية شبيهة بالجلد؛ خامة صناعية","High heel | كعب عال","Evening; Party; Wedding | سهرة؛ حفلات؛ زفاف","37","Female | نساء","Square toe | مقدمة مربعة","","kg","","","draft"
"moah-strappy-square-toe-slingback-heel","","","","","","","","Color","black","","Size","38","","","","","MOAH-STRAPPYSQUARETOESLINGBACKHEEL-BLACK-38","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","product-media/moah-strappy-square-toe-slingback-heel/02-top-3q-front.jpg","2","MOAH Strappy Square Toe Slingback Heel - 02-top-3q-front | صندل سلينغ باك من MOAH بشرائط رفيعة ومقدمة مربعة - 02-top-3q-front","","","","","","black","","","","38","","","","kg","","","draft"
"moah-strappy-square-toe-slingback-heel","","","","","","","","Color","black","","Size","39","","","","","MOAH-STRAPPYSQUARETOESLINGBACKHEEL-BLACK-39","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","product-media/moah-strappy-square-toe-slingback-heel/03-side-right.jpg","3","MOAH Strappy Square Toe Slingback Heel - 03-side-right | صندل سلينغ باك من MOAH بشرائط رفيعة ومقدمة مربعة - 03-side-right","","","","","","black","","","","39","","","","kg","","","draft"
"moah-strappy-square-toe-slingback-heel","","","","","","","","Color","black","","Size","40","","","","","MOAH-STRAPPYSQUARETOESLINGBACKHEEL-BLACK-40","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","","","","","","","","","black","","","","40","","","","kg","","","draft"
"moah-strappy-square-toe-slingback-heel","","","","","","","","Color","black","","Size","41","","","","","MOAH-STRAPPYSQUARETOESLINGBACKHEEL-BLACK-41","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","","","","","","","","","black","","","","41","","","","kg","","","draft"
"moah-strappy-square-toe-slingback-heel","","","","","","","","Color","white","","Size","37","","","","","MOAH-STRAPPYSQUARETOESLINGBACKHEEL-WHITE-37","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","","","","","","","","","white","","","","37","","","","kg","","","draft"
"moah-strappy-square-toe-slingback-heel","","","","","","","","Color","white","","Size","38","","","","","MOAH-STRAPPYSQUARETOESLINGBACKHEEL-WHITE-38","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","","","","","","","","","white","","","","38","","","","kg","","","draft"
"moah-strappy-square-toe-slingback-heel","","","","","","","","Color","white","","Size","39","","","","","MOAH-STRAPPYSQUARETOESLINGBACKHEEL-WHITE-39","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","","","","","","","","","white","","","","39","","","","kg","","","draft"
"moah-strappy-square-toe-slingback-heel","","","","","","","","Color","white","","Size","40","","","","","MOAH-STRAPPYSQUARETOESLINGBACKHEEL-WHITE-40","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","","","","","","","","","white","","","","40","","","","kg","","","draft"
"moah-strappy-square-toe-slingback-heel","","","","","","","","Color","white","","Size","41","","","","","MOAH-STRAPPYSQUARETOESLINGBACKHEEL-WHITE-41","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","","","","","","","","","white","","","","41","","","","kg","","","draft"
"moah-strappy-square-toe-slingback-heel","","","","","","","","Color","beige","","Size","37","","","","","MOAH-STRAPPYSQUARETOESLINGBACKHEEL-BEIGE-37","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","","","","","","","","","beige","","","","37","","","","kg","","","draft"
"moah-strappy-square-toe-slingback-heel","","","","","","","","Color","beige","","Size","38","","","","","MOAH-STRAPPYSQUARETOESLINGBACKHEEL-BEIGE-38","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","","","","","","","","","beige","","","","38","","","","kg","","","draft"
"moah-strappy-square-toe-slingback-heel","","","","","","","","Color","beige","","Size","39","","","","","MOAH-STRAPPYSQUARETOESLINGBACKHEEL-BEIGE-39","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","","","","","","","","","beige","","","","39","","","","kg","","","draft"
"moah-strappy-square-toe-slingback-heel","","","","","","","","Color","beige","","Size","40","","","","","MOAH-STRAPPYSQUARETOESLINGBACKHEEL-BEIGE-40","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","","","","","","","","","beige","","","","40","","","","kg","","","draft"
"moah-strappy-square-toe-slingback-heel","","","","","","","","Color","beige","","Size","41","","","","","MOAH-STRAPPYSQUARETOESLINGBACKHEEL-BEIGE-41","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","","","","","","","","","beige","","","","41","","","","kg","","","draft"
"moah-studded-mesh-mule-heel","MOAH Studded Mesh Mule Heel | صندل مول شبكي مرصع من MOAH","<div><h3>MOAH Studded Mesh Mule Heel</h3><p>A polished mule heel with a sheer mesh upper and light-catching studded details for refined evening wear.</p><ul><li>Square open-toe mule silhouette.</li><li>Transparent mesh upper with sparkling studded accents.</li><li>Elegant high heel with metallic heel tip.</li><li>Available in black, white, and brown.</li></ul></div> | <div><p>صندل كعب نسائي فاخر من MOAH بتصميم شبكي شفاف وتفاصيل مرصعة لامعة، يمنح الإطلالة لمسة أنيقة وراقية.</p><ul><li>تصميم مول مفتوح بمقدمة مربعة عصرية.</li><li>خامة شبكية ناعمة مع تطريز مرصع بتفاصيل ذهبية وكريستالية.</li><li>كعب مرتفع رفيع مع لمسة ذهبية عند القاعدة.</li><li>مناسب للسهرات، المناسبات الخاصة، والإطلالات الفاخرة.</li></ul></div>","MOAH","Apparel & Accessories > Shoes","Women's Heels","women heels, mule heel, mesh heel, studded heel, square toe, embellished sandal, evening sandals, luxury footwear, MOAH, black, white, Brown","FALSE","Color","black","","Size","37","","","","","MOAH-STUDDEDMESHMULEHEEL-BLACK-37","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","product-media/moah-studded-mesh-mule-heel/01-side-left.jpg","1","MOAH Studded Mesh Mule Heel - 01-side-left | صندل مول شبكي مرصع من MOAH - 01-side-left","FALSE","MOAH Studded Mesh Mule Heel | Luxury Women's Sandals | صندل مول شبكي مرصع من MOAH | أحذية نسائية فاخرة","A luxury MOAH studded mesh mule heel with a square open toe, transparent mesh upper, and elegant high heel in black, white, and brown. | اكتشفي صندل MOAH الشبكي المرصع بتصميم مول ومقدمة مربعة وكعب أنيق، متوفر بألوان الأسود والأبيض والبني ومقاسات من 37 إلى 41.","Adult","Slip-on | سهل الارتداء","black","Mesh; Textile; Synthetic; Rhinestone | شبك؛ نسيج؛ خامة صناعية؛ راينستون","High heel | كعب عال","Evening; Party; Wedding | سهرة؛ حفلات؛ زفاف","37","Female | نساء","Square toe | مقدمة مربعة","","kg","","","draft"
"moah-studded-mesh-mule-heel","","","","","","","","Color","black","","Size","38","","","","","MOAH-STUDDEDMESHMULEHEEL-BLACK-38","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","product-media/moah-studded-mesh-mule-heel/02-top-3q-front.jpg","2","MOAH Studded Mesh Mule Heel - 02-top-3q-front | صندل مول شبكي مرصع من MOAH - 02-top-3q-front","","","","","","black","","","","38","","","","kg","","","draft"
"moah-studded-mesh-mule-heel","","","","","","","","Color","black","","Size","39","","","","","MOAH-STUDDEDMESHMULEHEEL-BLACK-39","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","product-media/moah-studded-mesh-mule-heel/03-side-right.jpg","3","MOAH Studded Mesh Mule Heel - 03-side-right | صندل مول شبكي مرصع من MOAH - 03-side-right","","","","","","black","","","","39","","","","kg","","","draft"
"moah-studded-mesh-mule-heel","","","","","","","","Color","black","","Size","40","","","","","MOAH-STUDDEDMESHMULEHEEL-BLACK-40","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","","","","","","","","","black","","","","40","","","","kg","","","draft"
"moah-studded-mesh-mule-heel","","","","","","","","Color","black","","Size","41","","","","","MOAH-STUDDEDMESHMULEHEEL-BLACK-41","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","","","","","","","","","black","","","","41","","","","kg","","","draft"
"moah-studded-mesh-mule-heel","","","","","","","","Color","white","","Size","37","","","","","MOAH-STUDDEDMESHMULEHEEL-WHITE-37","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","","","","","","","","","white","","","","37","","","","kg","","","draft"
"moah-studded-mesh-mule-heel","","","","","","","","Color","white","","Size","38","","","","","MOAH-STUDDEDMESHMULEHEEL-WHITE-38","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","","","","","","","","","white","","","","38","","","","kg","","","draft"
"moah-studded-mesh-mule-heel","","","","","","","","Color","white","","Size","39","","","","","MOAH-STUDDEDMESHMULEHEEL-WHITE-39","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","","","","","","","","","white","","","","39","","","","kg","","","draft"
"moah-studded-mesh-mule-heel","","","","","","","","Color","white","","Size","40","","","","","MOAH-STUDDEDMESHMULEHEEL-WHITE-40","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","","","","","","","","","white","","","","40","","","","kg","","","draft"
"moah-studded-mesh-mule-heel","","","","","","","","Color","white","","Size","41","","","","","MOAH-STUDDEDMESHMULEHEEL-WHITE-41","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","","","","","","","","","white","","","","41","","","","kg","","","draft"
"moah-studded-mesh-mule-heel","","","","","","","","Color","Brown","","Size","37","","","","","MOAH-STUDDEDMESHMULEHEEL-BROWN-37","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","","","","","","","","","Brown","","","","37","","","","kg","","","draft"
"moah-studded-mesh-mule-heel","","","","","","","","Color","Brown","","Size","38","","","","","MOAH-STUDDEDMESHMULEHEEL-BROWN-38","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","","","","","","","","","Brown","","","","38","","","","kg","","","draft"
"moah-studded-mesh-mule-heel","","","","","","","","Color","Brown","","Size","39","","","","","MOAH-STUDDEDMESHMULEHEEL-BROWN-39","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","","","","","","","","","Brown","","","","39","","","","kg","","","draft"
"moah-studded-mesh-mule-heel","","","","","","","","Color","Brown","","Size","40","","","","","MOAH-STUDDEDMESHMULEHEEL-BROWN-40","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","","","","","","","","","Brown","","","","40","","","","kg","","","draft"
"moah-studded-mesh-mule-heel","","","","","","","","Color","Brown","","Size","41","","","","","MOAH-STUDDEDMESHMULEHEEL-BROWN-41","","shopify","0","deny","manual","0.00","","TRUE","TRUE","","","","","","","","","","","","","","Brown","","","","41","","","","kg","","","draft"
